4.020831075073738248e+01 3.077943086138020590e+00 1.578322200248294394e-01 1.000000000000000056e-01 2.421731267925324449e-01 3.000000000000000000e+00
4.021474254265467607e+01 3.078968470505401456e+00 7.577926805583956593e-01 1.000000000000000056e-01 2.504598513047449071e-01 3.000000000000000000e+00
4.022117441670457083e+01 3.079993867966322796e+00 1.357760802480243001e+00 1.000000000000000056e-01 2.171722602296397575e-01 3.000000000000000000e+00
4.022760676305779270e+01 3.081019340723855748e+00 1.957772981050311500e+00 1.000000000000000056e-01 1.965901582566660366e-01 3.000000000000000000e+00
4.023403678591103017e+01 3.082044443059317018e+00 2.557568422503209149e+00 1.000000000000000056e-01 2.028242199947434266e-01 3.000000000000000000e+00
4.024046871798054781e+01 3.083069849770367910e+00 3.157541956480599765e+00 1.000000000000000056e-01 1.772054505216584808e-01 3.000000000000000000e+00
4.024690111772883938e+01 3.084095331040430210e+00 3.757559115773801750e+00 1.000000000000000056e-01 8.569337275945332344e-02 3.000000000000000000e+00
4.025333320231584366e+01 3.085120762066026145e+00 4.357546876693049853e+00 1.000000000000000056e-01 2.490652035938298869e-01 3.000000000000000000e+00
4.025976518201628096e+01 3.086146176370448302e+00 4.957524853698487277e+00 1.000000000000000056e-01 2.518002176773173062e-01 3.000000000000000000e+00
4.026619762478935627e+01 3.087171664499805956e+00 5.557546026367162995e+00 1.000000000000000056e-01 3.021029315175725039e-01 3.000000000000000000e+00
4.027262793905242688e+01 3.088196813292938714e+00 6.157368650670832722e+00 1.000000000000000056e-01 2.838295510266057864e-01 3.000000000000000000e+00
4.027905995770061054e+01 3.089222233806594886e+00 6.757350260731527669e+00 1.000000000000000056e-01 2.052450477393081840e-01 3.000000000000000000e+00
4.028549243483212194e+01 3.090247727413384382e+00 7.357374638374949427e+00 1.000000000000000056e-01 2.301554136450849608e-01 3.000000000000000000e+00
4.029192480291385436e+01 3.091273203635296341e+00 7.957388843778971932e+00 1.000000000000000056e-01 2.429430367883302910e-01 3.000000000000000000e+00
4.029835493947780378e+01 3.092298324098919693e+00 8.557194892222469207e+00 1.000000000000000056e-01 -7.443578761922118314e-01 3.000000000000000000e+00
4.030478744150491366e+01 3.093323821674857754e+00 9.157221592100995622e+00 1.000000000000000056e-01 1.619566130270013726e-01 3.000000000000000000e+00
4.031121994790964891e+01 3.094349319948719312e+00 9.757248700391301099e+00 1.000000000000000056e-01 -9.999999999999997780e-01 3.000000000000000000e+00
4.031765201521807285e+01 3.095374748219796857e+00 1.035723484951631690e+01 1.000000000000000056e-01 -9.999980796462897281e-01 3.000000000000000000e+00
4.032408262365447627e+01 3.096399943911251285e+00 1.095708491443065213e+01 1.000000000000000056e-01 -9.964357461557367124e-01 3.000000000000000000e+00
4.033051526610984183e+01 3.097425463874969864e+00 1.155712471356127935e+01 1.000000000000000056e-01 2.147923189745579720e-01 3.000000000000000000e+00
4.033694734403593429e+01 3.098450893838730735e+00 1.215711185310192377e+01 1.000000000000000056e-01 2.398948855246396672e-01 3.000000000000000000e+00
4.034337796020963651e+01 3.099476090763914726e+00 1.275696263975987677e+01 1.000000000000000056e-01 2.109761556820755057e-01 3.000000000000000000e+00
4.034981073644894423e+01 3.100501632055966184e+00 1.335701491831878229e+01 1.000000000000000056e-01 2.490968420855133036e-01 3.000000000000000000e+00
4.035624281562240867e+01 3.101527062218679021e+00 1.395700217422290734e+01 1.000000000000000056e-01 -2.778742719167158759e-01 3.000000000000000000e+00
4.036267343017834719e+01 3.102552258885680203e+00 1.455685280995840003e+01 1.000000000000000056e-01 2.222870865635884208e-01 3.000000000000000000e+00
4.036910633794241221e+01 3.103577821146018323e+00 1.515691735717427946e+01 1.000000000000000056e-01 2.340529354914850924e-01 3.000000000000000000e+00
4.037553840902933189e+01 3.104603250019636107e+00 1.575690385879852329e+01 1.000000000000000056e-01 2.116693693375468754e-01 3.000000000000000000e+00
4.038196901264859662e+01 3.105628444943135946e+00 1.635675347435653748e+01 1.000000000000000056e-01 1.601549717217196633e-01 3.000000000000000000e+00
4.038840195377906639e+01 3.106654012522767516e+00 1.695682113403836411e+01 1.000000000000000056e-01 2.608216645405092571e-01 3.000000000000000000e+00
4.039483410338812064e+01 3.107679453914784062e+00 1.755681496019087717e+01 1.000000000000000056e-01 2.345573455822878017e-01 3.000000000000000000e+00
4.040126468678840865e+01 3.108704645614920992e+00 1.815666268970562669e+01 1.000000000000000056e-01 2.627496786510010729e-01 3.000000000000000000e+00
4.040769760157058954e+01 3.109730208994051281e+00 1.875672789161490073e+01 1.000000000000000056e-01 2.375910708098576407e-01 3.000000000000000000e+00
4.041412987790909028e+01 3.110755670589924193e+00 1.935673353917354689e+01 1.000000000000000056e-01 2.219375254551927412e-01 3.000000000000000000e+00
4.042056043184402370e+01 3.111780857592520988e+00 1.995657852016483957e+01 1.000000000000000056e-01 1.927555447808997346e-01 3.000000000000000000e+00
4.042699331105131932e+01 3.112806415299928631e+00 2.055664040361170919e+01 1.000000000000000056e-01 2.217040648062080788e-01 3.000000000000000000e+00
4.043342381273873798e+01 3.113831593973145573e+00 2.115648051089601722e+01 1.000000000000000056e-01 1.566270210019922171e-01 3.000000000000000000e+00
4.043985622714285455e+01 3.114857077579927136e+00 2.175649903726707635e+01 1.000000000000000056e-01 1.918102166345061477e-01 3.000000000000000000e+00
4.044628906158391146e+01 3.115882628150870914e+00 2.235655674492954859e+01 1.000000000000000056e-01 2.010151627858982604e-01 3.000000000000000000e+00
4.045271968717793243e+01 3.116907826577516971e+00 2.295640841032127355e+01 1.000000000000000056e-01 2.235385913289076321e-01 3.000000000000000000e+00
4.045915205208848420e+01 3.117933302293749875e+00 2.355642231989713764e+01 1.000000000000000056e-01 -5.682352700939508061e-01 3.000000000000000000e+00
