2.678016579370674322e+01 2.246904936559418431e+01 8.464986221679282608e-02 1.000000000000000056e-01 2.370101174618104434e-01 1.172000000000000000e+03
2.677999822170571420e+01 2.246843057022503842e+01 7.293061583636699652e-01 1.000000000000000056e-01 1.982857526652370694e-01 1.172000000000000000e+03
2.677983069412837125e+01 2.246781193890076622e+01 1.373791553925912012e+00 1.000000000000000056e-01 2.359007983955134780e-01 1.172000000000000000e+03
2.677966320358886421e+01 2.246719344434780652e+01 2.018134462198304391e+00 1.000000000000000056e-01 1.948440525478103424e-01 1.172000000000000000e+03
2.677949578573836220e+01 2.246657521821349590e+01 2.662197733963239443e+00 1.000000000000000056e-01 2.160723566373823346e-01 1.172000000000000000e+03
2.677932840923146074e+01 2.246595714475013139e+01 3.306101953904999391e+00 1.000000000000000056e-01 2.167790093540318264e-01 1.172000000000000000e+03
2.677916106971230192e+01 2.246533920787009464e+01 3.949863882829959039e+00 1.000000000000000056e-01 -2.336789350716667046e-01 1.172000000000000000e+03
2.677899380579130195e+01 2.246472155015319672e+01 4.593334981702355435e+00 1.000000000000000056e-01 -6.232223102200395992e-02 1.172000000000000000e+03
2.677882658014263839e+01 2.246410403376634335e+01 5.236658843754412374e+00 1.000000000000000056e-01 1.784675100449757412e-01 1.172000000000000000e+03
2.677865939310345311e+01 2.246348665995206773e+01 5.879834175002997654e+00 1.000000000000000056e-01 2.136662695562498993e-01 1.172000000000000000e+03
2.677849228121808522e+01 2.246286956365917575e+01 6.522720386639321077e+00 1.000000000000000056e-01 2.027445677472079488e-01 1.172000000000000000e+03
2.677832520621578638e+01 2.246225260356524345e+01 7.165464707076353079e+00 1.000000000000000056e-01 1.699393645094666727e-01 1.172000000000000000e+03
2.677815817277481614e+01 2.246163579694495027e+01 7.808049139763170388e+00 1.000000000000000056e-01 2.023834756266158497e-01 1.172000000000000000e+03
2.677799121137425331e+01 2.246101925635006324e+01 8.450356429378189205e+00 1.000000000000000056e-01 2.394014378171631652e-01 1.172000000000000000e+03
2.677782428680646021e+01 2.246040285176693629e+01 9.092522023020592314e+00 1.000000000000000056e-01 2.564051239255644710e-01 1.172000000000000000e+03
2.677765740674347938e+01 2.245978661152713585e+01 9.734516404766964115e+00 1.000000000000000056e-01 2.108473908015753295e-01 1.172000000000000000e+03
2.677749059561648792e+01 2.245917062584945612e+01 1.037624558606967184e+01 1.000000000000000056e-01 2.440912819178149284e-01 1.172000000000000000e+03
2.677732382127128119e+01 2.245855477599613437e+01 1.101783326628719806e+01 1.000000000000000056e-01 1.914005581084941010e-01 1.172000000000000000e+03
2.677715709436601799e+01 2.245793910132490723e+01 1.165923844317785552e+01 1.000000000000000056e-01 2.331610682880351781e-01 1.172000000000000000e+03
2.677699043330152762e+01 2.245732366978418426e+01 1.230039032842796587e+01 1.000000000000000056e-01 1.666949118396536811e-01 1.172000000000000000e+03
2.677682380896821712e+01 2.245670837388152918e+01 1.294140090714017788e+01 1.000000000000000056e-01 2.250923385654446385e-01 1.172000000000000000e+03
2.677665723500135186e+01 2.245609326396834504e+01 1.358221772371962288e+01 1.000000000000000056e-01 1.250610892006724928e-01 1.172000000000000000e+03
2.677649072378838468e+01 2.245547838578660560e+01 1.422279312373211724e+01 1.000000000000000056e-01 2.058744777288632477e-01 1.172000000000000000e+03
2.677632424925606003e+01 2.245486364305664395e+01 1.486322741141566439e+01 1.000000000000000056e-01 1.416094451511045182e-01 1.172000000000000000e+03
2.677615782800868516e+01 2.245424909709177896e+01 1.550345671069271702e+01 1.000000000000000056e-01 1.205083385847069977e-01 1.172000000000000000e+03
2.677599146643679617e+01 2.245363477149241049e+01 1.614345643483829917e+01 1.000000000000000056e-01 -4.913054463101366176e-01 1.172000000000000000e+03
2.677582514149569093e+01 2.245302058115837696e+01 1.678331524052509849e+01 1.000000000000000056e-01 -3.385617014753395937e-01 1.172000000000000000e+03
2.677565887274884560e+01 2.245240659833434549e+01 1.742295786397926349e+01 1.000000000000000056e-01 -5.420008608188567889e-01 1.172000000000000000e+03
2.677549266060835009e+01 2.245179282454173020e+01 1.806238272018754287e+01 1.000000000000000056e-01 -8.798772082721709742e-01 1.172000000000000000e+03
2.677532648504787360e+01 2.245117918582840844e+01 1.870166685147160024e+01 1.000000000000000056e-01 -9.999999998450719296e-01 1.172000000000000000e+03
2.677516036858331105e+01 2.245056576533880843e+01 1.934072363905170278e+01 1.000000000000000056e-01 -5.868137989812430844e-01 1.172000000000000000e+03
2.677499430566430405e+01 2.244995254257849027e+01 1.997957443381619669e+01 1.000000000000000056e-01 1.623729307638217545e-01 1.172000000000000000e+03
2.677482827927514109e+01 2.244933945471257175e+01 2.061828469685315213e+01 1.000000000000000056e-01 -9.998829038420902204e-01 1.172000000000000000e+03
2.677466231487448667e+01 2.244872659575292673e+01 2.125675648698324949e+01 1.000000000000000056e-01 1.045181912480699360e-01 1.172000000000000000e+03
2.677449640096819650e+01 2.244811392325209809e+01 2.189503402536047361e+01 1.000000000000000056e-01 2.044960764780685558e-01 1.172000000000000000e+03
2.677433052354119525e+01 2.244750138546085694e+01 2.253317122487078450e+01 1.000000000000000056e-01 2.028893519418402125e-01 1.172000000000000000e+03
